appid,name,release_date,english,developer,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price,total_ratings,positive_ratings_percent
209370,Analogue: A Hate Story,2012-04-27,1,Love Conquers All Games,Love Conquers All Games,windows;mac;linux,0,Single-player;Steam Achievements;Steam Cloud,['Indie'],Visual Novel;Indie;Anime,14,1881,128,167,167,100000-200000,7.19,2009,93.62867098058736
352520,The Silent Age,2015-05-29,1,House On Fire,Meridian4,windows;mac,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,"['Adventure', 'Casual', 'Indie']",Adventure;Point & Click;Atmospheric,24,4700,320,11,11,200000-500000,6.99,5020,93.62549800796812
816340,Kingdom Rush Origins,2018-10-17,1,Ironhide Game Studio,Ironhide Game Studio,windows;mac;linux,0,Single-player;Steam Achievements;Steam Cloud,"['Indie', 'Strategy']",Strategy;Tower Defense;Indie,83,1116,76,554,554,50000-100000,11.39,1192,93.6241610738255
41000,Serious Sam HD: The First Encounter,2009-11-24,1,Croteam,Devolver Digital,windows,0,Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards,"['Action', 'Indie']",FPS;Action;Co-op,35,3950,269,277,271,1000000-2000000,10.99,4219,93.62408153590899
398710,Timberman,2015-09-18,1,Digital Melody,Forever Entertainment S. A.,windows;mac;linux,0,Single-player;Multi-player;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,"['Action', 'Casual', 'Indie']",Casual;Action;Indie,20,5139,350,245,200,200000-500000,0.79,5489,93.6236108580798
314230,Rodina,2014-07-28,1,Elliptic Games,Elliptic Games,windows,0,Single-player;Partial Controller Support;Steam Cloud,"['Action', 'Indie', 'Early Access']",Early Access;Space;Exploration,0,1111,76,73,73,20000-50000,11.39,1187,93.59730412805392
22000,World of Goo,2008-10-13,1,2D BOY,2D BOY ,windows;mac;linux,0,Single-player;Steam Achievements,['Indie'],Puzzle;Indie;Physics,8,3455,237,194,277,1000000-2000000,6.99,3692,93.5807150595883
12150,Max Payne 2: The Fall of Max Payne,2008-01-04,1,Remedy Entertainment,Rockstar Games,windows,18,Single-player,['Action'],Noir;Action;Third-Person Shooter,0,2506,172,175,175,500000-1000000,5.99,2678,93.57729648991786
21090,F.E.A.R.,2010-05-21,1,"Monolith Productions, Inc.;Timegate",Warner Bros. Interactive Entertainment,windows,18,Single-player,['Action'],Horror;FPS;Action,0,6371,438,389,498,1000000-2000000,35.96,6809,93.56733734762814
437160,The Lion's Song: Episode 1 - Silence,2016-07-07,1,Mi'pu'mi Games GmbH,Mi'pu'mi Games GmbH,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Stats,"['Adventure', 'Indie']",Indie;Pixel Graphics;Point & Click,86,1579,109,129,129,100000-200000,0.0,1688,93.54265402843602
563560,Alien Swarm: Reactive Drop,2017-04-20,1,Reactive Drop Team,Reactive Drop Team,windows,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Captions available;Steam Workshop;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards;Includes level editor;Includes Source SDK,"['Action', 'Free to Play']",Free to Play;Co-op;Multiplayer,143,7629,527,117,99,2000000-5000000,0.0,8156,93.53849926434526
274350,Dropsy,2015-09-10,1,Tendershoot;A Jolly Corpse,Devolver Digital,windows;mac;linux,0,Single-player,"['Adventure', 'Indie']",Adventure;Point & Click;Indie,30,1158,80,70,123,100000-200000,6.99,1238,93.53796445880452
409160,"Dr. Langeskov, The Tiger, and The Terribly Cursed Emerald: A Whirlwind Heist",2015-12-04,1,Crows Crows Crows,Crows Crows Crows,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Captions available;Partial Controller Support;Commentary available,"['Free to Play', 'Indie']",Free to Play;Comedy;First-Person,6,7642,529,15907,35,500000-1000000,0.0,8171,93.5258842246971
214770,Guacamelee! Gold Edition,2013-08-08,1,DrinkBox Studios,DrinkBox Studios,windows;mac;linux,0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Steam Leaderboards,"['Action', 'Adventure', 'Indie']",Metroidvania;Platformer;Action,60,4881,338,245,317,500000-1000000,9.99,5219,93.52366353707606
348620,Voices from the Sea,2015-03-24,1,Zeiva Inc,Zeiva Inc,windows,0,Single-player,"['Adventure', 'Casual', 'Free to Play', 'Indie']",Free to Play;Visual Novel;Anime,0,1083,75,18,18,100000-200000,0.0,1158,93.52331606217616
359390,Amnesia™: Memories,2015-08-25,1,Idea Factory;Design Factory,Idea Factory International,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,['Adventure'],Otome;Visual Novel;Female Protagonist,26,1803,125,478,478,50000-100000,15.49,1928,93.51659751037344
2280,Ultimate Doom,2007-08-03,1,id Software,id Software,windows,0,Single-player;Steam Cloud,['Action'],Classic;FPS;Action,0,3705,257,125,179,500000-1000000,3.99,3962,93.51337708228168
271900,Hexcells Plus,2014-02-19,1,Matthew Brown,Matthew Brown,windows;mac;linux,0,Single-player;Steam Achievements,"['Casual', 'Indie', 'Strategy']",Puzzle;Indie;Casual,6,1283,89,0,0,100000-200000,1.99,1372,93.5131195335277
270210,Melody's Escape,2016-05-20,1,Icetesy SPRL,Icetesy SPRL,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop,['Indie'],Music;Rhythm;Indie,8,4187,292,40,40,100000-200000,6.99,4479,93.48068765349409
269770,Secrets of Grindea,2015-07-13,1,Pixel Ferrets,Pixel Ferrets,windows,0,Single-player;Online Multi-Player;Co-op;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",Early Access;RPG;Adventure,28,3642,254,2343,4564,100000-200000,10.99,3896,93.48049281314168
207140,SpeedRunners,2016-04-19,1,DoubleDutch Games,tinyBuild,windows;mac;linux,0,Single-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats;Includes level editor,"['Action', 'Casual', 'Indie', 'Racing', 'Sports']",Multiplayer;Racing;Local Multiplayer,29,20854,1455,421,320,1000000-2000000,10.99,22309,93.4779685328791
520440,GUILTY GEAR Xrd -REVELATOR-,2016-12-14,1,Arc System Works,Arc System Works,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,['Action'],Fighting;Anime;2D Fighter,42,2163,151,1474,2078,50000-100000,22.99,2314,93.47450302506482
233610,Distance,2018-09-18,1,Refract,Refract,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Captions available;VR Support;Steam Workshop;Partial Controller Support;Steam Leaderboards;Includes level editor,"['Action', 'Indie', 'Racing']",Racing;Great Soundtrack;Multiplayer,31,3989,279,887,1307,100000-200000,19.49,4268,93.46298031865042
248820,Risk of Rain,2013-11-08,1,Hopoo Games,Chucklefish,windows;mac;linux,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support,"['Action', 'Indie', 'RPG']",Rogue-like;Indie;Platformer,15,22700,1589,946,610,1000000-2000000,6.99,24289,93.45794392523365
554620,Life is Strange: Before the Storm,2017-08-31,1,Deck Nine;Feral Interactive (Mac);Feral Interactive (Linux),Square Enix;Feral Interactive (Mac);Feral Interactive (Linux),windows;mac;linux,16,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,"['Action', 'Adventure']",Story Rich;Choices Matter;Great Soundtrack,34,21705,1520,478,651,500000-1000000,13.99,23225,93.45532831001077
566160,Zup! 6,2017-09-19,1,Quiet River,Quiet River,windows,0,Single-player;Steam Achievements;Steam Trading Cards,"['Casual', 'Indie']",Indie;Casual;Puzzle,2448,1052,74,166,166,50000-100000,0.79,1126,93.42806394316163
375820,Human Resource Machine,2015-10-15,1,Tomorrow Corporation,Tomorrow Corporation,windows;mac;linux,0,Single-player;Steam Achievements,"['Casual', 'Indie']",Programming;Puzzle;Indie,16,2200,155,207,204,200000-500000,6.99,2355,93.41825902335457
275390,Guacamelee! Super Turbo Championship Edition,2014-08-21,1,DrinkBox Studios,DrinkBox Studios,windows,0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Steam Leaderboards,"['Action', 'Adventure', 'Indie']",Metroidvania;Action;2D,30,1728,122,249,327,200000-500000,11.49,1850,93.4054054054054
225260,Brutal Legend,2013-02-26,1,Double Fine Productions,Double Fine Productions,windows;mac;linux,0,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,"['Action', 'Adventure', 'Strategy']",Action;Comedy;Adventure,59,12816,905,461,308,2000000-5000000,10.99,13721,93.40427082574156
246620,Plague Inc: Evolved,2016-02-18,1,Ndemic Creations,Ndemic Creations,windows;mac;linux,0,Single-player;Online Multi-Player;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards;Includes level editor,"['Casual', 'Indie', 'Simulation', 'Strategy']",Strategy;Simulation;Indie,199,20081,1419,585,480,1000000-2000000,11.99,21500,93.4
252610,Death Road to Canada,2016-07-21,1,Rocketcat Games;Madgarden,Rocketcat Games,windows;mac;linux,0,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards,"['Action', 'Indie', 'RPG']",Pixel Graphics;Zombies;Action,72,3307,234,1139,1796,200000-500000,10.99,3541,93.39169726066083
362890,Black Mesa,2015-05-05,1,Crowbar Collective,Crowbar Collective,windows;linux,0,Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Captions available;Steam Workshop;Partial Controller Support;Steam Cloud;Includes level editor;Includes Source SDK,"['Action', 'Adventure', 'Indie', 'Early Access']",Early Access;FPS;Remake,25,14113,999,715,794,1000000-2000000,14.99,15112,93.38935944944416
593200,The Adventures of Fei Duanmu 端木斐异闻录,2017-03-09,1,致意,致意,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,"['Adventure', 'Indie']",Indie;Adventure;Visual Novel,12,1242,88,29,29,20000-50000,2.79,1330,93.38345864661655
242820,140,2013-10-16,1,Carlsen Games,Carlsen Games,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,"['Action', 'Indie']",Platformer;Indie;Rhythm,8,3398,241,205,274,200000-500000,3.99,3639,93.37730145644407
24810,Command & Conquer 3: Kane's Wrath,2009-11-13,1,EA Los Angeles,Electronic Arts,windows,0,Single-player;Multi-player,['Strategy'],Strategy;RTS;Base-Building,0,1070,76,0,0,200000-500000,9.99,1146,93.36823734729494
253110,The Cat Lady,2013-12-04,1,Harvester Games,Screen 7,windows,18,Single-player;Steam Achievements;Steam Trading Cards,"['Adventure', 'Indie']",Horror;Story Rich;Indie,25,3446,246,229,229,100000-200000,7.19,3692,93.33694474539544
274500,Brigador: Up-Armored Edition,2016-06-02,1,Stellar Jockeys;Gausswerks,Stellar Jockeys,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,"['Action', 'Indie']",Action;Mechs;Indie,63,1538,110,437,644,200000-500000,14.99,1648,93.3252427184466
221260,Little Inferno,2012-11-19,1,Tomorrow Corporation,Tomorrow Corporation,windows;mac;linux,0,Single-player,"['Adventure', 'Casual', 'Indie']",Casual;Indie;Puzzle,0,6403,459,177,246,500000-1000000,6.99,6862,93.31098805013116
457140,Oxygen Not Included,2017-05-18,1,Klei Entertainment,Klei Entertainment,windows;mac;linux,0,Single-player,"['Indie', 'Simulation', 'Early Access']",Early Access;Base-Building;Survival,2,16797,1205,2115,1072,500000-1000000,18.99,18002,93.30629930007777
620980,Beat Saber,2018-05-01,1,Beat Games,Beat Games,windows,0,Single-player;Steam Leaderboards,"['Indie', 'Early Access']",Early Access;VR;Rhythm,0,11083,797,1204,1349,200000-500000,15.49,11880,93.29124579124579
4760,Rome: Total War™ - Collection,2007-08-28,1,CREATIVE ASSEMBLY,SEGA,windows,0,Single-player;Multi-player;Steam Trading Cards,['Strategy'],Strategy;Historical;Rome,0,7806,562,897,1192,1000000-2000000,8.99,8368,93.28393881453155
511680,Fate/EXTELLA,2017-07-25,1,Marvelous Inc.,"XSEED Games;Marvelous USA, Inc.;Marvelous",windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,['Action'],Anime;Action;Hack and Slash,53,2833,204,54,54,100000-200000,29.99,3037,93.28284491274283
2100,Dark Messiah of Might & Magic,2006-10-25,1,Arkane Studios,Ubisoft,windows,0,Single-player;Multi-player;Valve Anti-Cheat enabled,"['Action', 'RPG']",RPG;Action;First-Person,0,4386,316,634,700,1000000-2000000,4.29,4702,93.27945555082944
233450,Prison Architect,2015-10-06,1,Introversion Software,Paradox Interactive,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor,"['Indie', 'Simulation', 'Strategy']",Simulation;Building;Management,18,31687,2286,1472,717,2000000-5000000,23.79,33973,93.27112707149794
429660,Tales of Berseria™,2017-01-26,1,BANDAI NAMCO Studios Inc.,BANDAI NAMCO Entertainment,windows,0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,"['Action', 'RPG']",Anime;JRPG;RPG,51,7427,536,2398,2878,200000-500000,39.99,7963,93.26886851689062
583470,The End Is Nigh,2017-07-12,1,Edmund McMillen;Tyler Glaiel,Edmund McMillen;Tyler Glaiel,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,"['Action', 'Adventure', 'Indie']",Platformer;Indie;Difficult,106,1413,102,73,73,100000-200000,10.99,1515,93.26732673267327
2300,DOOM II,2007-08-03,1,id Software,id Software,windows,0,Single-player;Multi-player;Steam Cloud,['Action'],Classic;FPS;Action,0,2517,182,90,78,500000-1000000,3.99,2699,93.25676176361615
370910,Kathy Rain,2016-05-05,1,Clifftop Games,Raw Fury,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards,"['Adventure', 'Indie']",Point & Click;Adventure;Pixel Graphics,20,1188,86,203,313,100000-200000,10.99,1274,93.24960753532181
388880,Oxenfree,2016-01-14,1,Night School Studio,Night School Studio,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud,"['Adventure', 'Indie']",Story Rich;Choices Matter;Supernatural,13,6551,477,258,382,200000-500000,14.99,7028,93.21286283437678
3920,Sid Meier's Pirates!,2005-07-11,1,Firaxis Games,2K,windows,0,Single-player,['RPG'],Pirates;Open World;RPG,0,2641,193,296,436,500000-1000000,5.99,2834,93.18983768525054
24240,PAYDAY™ The Heist,2011-10-20,1,OVERKILL Software,Daybreak Game Company,windows,18,Single-player;Co-op;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats,['Action'],FPS;Action;Co-op,56,34645,2533,444,248,2000000-5000000,10.99,37178,93.18683092151272
449960,Book of Demons,2018-12-13,1,Thing Trunk,Thing Trunk,windows;mac,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud;Stats;Steam Leaderboards,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",Dungeon Crawler;Hack and Slash;Singleplayer,202,5312,389,124,124,200000-500000,19.99,5701,93.17663567795124
313730,Sunrider: Mask of Arcadius,2014-07-09,1,Love in Space,Sekai Project,windows;mac;linux,0,Single-player,"['Free to Play', 'Indie', 'RPG', 'Strategy']",Anime;Visual Novel;Free to Play,0,2375,174,287,288,500000-1000000,0.0,2549,93.17379364456649
463270,Ghost 1.0,2016-06-06,1,@unepic_fran,@unepic_fran,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,"['Action', 'Adventure', 'Indie']",Indie;Action;Metroidvania,119,1364,100,11,11,50000-100000,9.99,1464,93.16939890710383
239800,Bleed,2013-07-03,1,Ian Campbell,Ian Campbell,windows;mac;linux,0,Single-player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,"['Action', 'Indie']",Action;Indie;Platformer,32,1635,120,132,171,100000-200000,3.99,1755,93.16239316239316
241320,Ittle Dew,2013-07-23,1,Ludosity,Ludosity,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards,"['Adventure', 'Indie']",Adventure;Puzzle;Indie,15,940,69,266,378,100000-200000,7.19,1009,93.1615460852329
387340,Hyperdimension Neptunia U: Action Unleashed,2016-03-21,1,Idea Factory;Compile Heart;Tamsoft,Idea Factory International,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,"['Action', 'RPG']",Anime;Hack and Slash;Female Protagonist,35,2394,176,335,469,100000-200000,19.49,2570,93.15175097276264
1840,Source Filmmaker,2012-07-10,1,Valve,Valve,windows,0,Steam Workshop,"['Animation & Modeling', 'Video Production']",Animation & Modeling;Video Production;Free to Play,0,15083,1111,239,77,1000000-2000000,0.0,16194,93.13943435840434
368950,Jigoku Kisetsukan: Sense of the Seasons,2015-05-12,1,Emad,Emad,windows,0,Single-player;Steam Achievements;Partial Controller Support,"['Free to Play', 'Indie']",Bullet Hell;Free to Play;Anime,21,1601,118,163,178,200000-500000,0.0,1719,93.13554392088423
738060,Freddy Fazbear's Pizzeria Simulator,2017-12-04,1,Scott Cawthon,Scott Cawthon,windows,0,Single-player,"['Free to Play', 'Indie', 'Simulation']",Free to Play;Horror;Singleplayer,0,7846,580,100,124,1000000-2000000,0.0,8426,93.11654403038216
438270,Learn Japanese To Survive! Hiragana Battle,2016-02-16,1,Sleepy Duck,Sleepy Duck,windows;mac,0,Single-player;Steam Trading Cards,"['Adventure', 'Indie', 'RPG']",Education;RPG;Indie,0,1189,88,91,100,100000-200000,4.99,1277,93.10884886452622
523780,Emily is Away Too,2017-05-26,1,Kyle Seeley,Kyle Seeley,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats,"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']",Simulation;Indie;Casual,21,3036,225,530,530,100000-200000,3.99,3261,93.10027598896045
285310,RollerCoaster Tycoon®: Deluxe,2014-05-21,1,Chris Sawyer Productions,Atari,windows,0,Single-player,"['Simulation', 'Strategy']",Simulation;Management;Classic,0,3049,226,286,346,500000-1000000,4.79,3275,93.09923664122137
